% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_grade_all
% Instances: 1225
% Target attribute: grade (nominal, worst to best: F < D < C < B < A < A+)

@relation website_grade_all

@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute grade {F,D,C,B,A,'A+'}

@data
1,1,8,1,1,0,0,0,0,0,1,1,2,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,15.43,0,1,0,0,0,0,1,75,1,0,1,1,0,0,44.6,0,1,0,0,0,-0.158433,3650,1,B
1,1,2,1,0,0,1,1,1,1,0,1,10,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,12.63,0,1,0,1,0,0,0,75,1,0,1,1,1,1,82.5,0,1,1,0,0,-0.5318,3650,1,B
1,1,2,1,0,0,0,0,0,0,1,1,10,0,1,1,1,1,1,20,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,5.55,0,1,1,0,0,0,0,90,1,2,1,0,1,1,81.6,0,1,1,0,1.09861,-0.891378,1,0,B
1,1,4,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,8.72,0,1,1,0,0,0,1,90,1,0,1,1,1,1,89.5,0,1,1,0,0,-1.40233,3650,1,B
1,1,3,1,1,0,0,1,0,0,0,1,10,1,0,1,1,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,14.78,0,1,1,0,0,1,0,75,1,0,1,0,1,0,77.8,0,1,0,0,0,-0.114007,3650,1,B
1,1,8,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,15.43,0,1,0,0,0,0,0,90,1,0,1,1,1,0,87.1,0,1,1,0,0,0.0346758,6,0,B
1,1,9,0,0,0,1,1,0,0,1,1,4,1,1,1,0,1,1,2,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,9.74,0,1,1,0,0,1,0,75,1,6,1,1,1,0,66.7,0,1,0,0,1.94591,-0.355496,260,0,B
1,1,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,12,1,0,1,1,87.4,0,1,0,0,2.56495,-0.6193,3650,1,B
1,1,20,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,1,1,59.5,0,1,0,0,0,-0.060841,3650,1,B
0,1,5,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,12.63,0,1,0,0,0,1,0,75,1,0,1,1,1,1,83.3,0,1,0,0,0,-0.944208,3650,1,B
1,1,5,1,1,0,0,0,0,0,0,1,10,1,0,1,1,1,1,8,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,21,0,1,1,0,0,0,0,90,1,0,1,0,1,0,71.9,0,1,0,0,0,2.6214,3650,1,B
1,1,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,20,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,90,1,0,1,0,1,0,62.5,0,1,1,0,0,1.29574,0,0,B
1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,20,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,15.13,0,0,1,0,0,0,0,75,1,0,1,1,1,0,89.5,0,1,1,0,0,0.567538,0,0,B
1,1,3,0,1,0,0,0,0,0,1,1,10,0,1,1,0,1,1,15,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,1,80.2,0,1,0,0,0,-0.394014,0,0,B
1,1,0,1,1,0,0,0,0,0,1,1,3,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,0,1,44.4,0,1,1,0,0,0.131053,3650,1,B
1,1,1,1,0,0,1,1,0,0,1,1,4,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,7.59,0,1,0,0,0,0,0,75,1,0,0,1,1,0,58.7,0,1,1,0,0,-1.08528,3650,1,B
1,1,6,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,10.37,0,0,1,0,0,0,0,50,1,0,1,1,1,0,7.1,0,1,1,0,0,0.695574,3650,1,B
1,1,2,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,5.15,0,1,1,0,0,0,1,90,1,0,0,1,1,0,14.3,0,1,0,0,0,-0.771265,0,0,B
1,1,4,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,15.43,0,1,0,1,0,0,0,100,1,0,1,1,1,1,87.1,0,1,0,0,0,2.12505,3650,1,B
1,1,7,1,0,0,1,1,0,0,1,1,3,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,7.46,0,0,0,0,0,0,0,75,1,0,0,0,1,0,45.2,0,0,0,0,0,1.21853,3650,1,B
1,1,9,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,19.26,0,1,1,0,0,0,0,75,1,0,1,0,1,0,91.3,0,1,1,0,0,0.181746,3650,1,B
1,1,2,1,0,0,0,1,1,1,0,1,2,1,0,1,1,1,1,5,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,20.82,0,1,0,1,0,0,0,75,1,0,1,1,1,1,91.5,0,1,1,0,0,0.835453,3650,1,B
1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,0,1,90,1,0,0,0,0,0,7.1,0,1,0,0,0,-0.307929,3650,1,B
1,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,15.28,0,1,0,1,0,0,0,90,1,0,1,1,1,1,29.4,0,1,1,0,0,-0.0211681,3650,1,B
1,1,5,1,1,1,0,0,1,1,1,1,4,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,19.43,0,1,1,1,0,1,1,90,1,0,1,1,1,0,68.4,0,1,0,0,0,-0.541784,3650,1,B
1,1,7,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,13,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,90,1,2,1,1,1,1,22.9,0,0,0,0,1.09861,-0.133551,380,0,B
0,1,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,19.02,0,1,0,0,0,0,0,75,1,0,1,1,1,1,100,0,1,1,0,0,0.427341,3650,1,B
1,1,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,17.58,0,1,1,0,0,1,0,100,1,0,1,0,1,1,93.8,0,1,1,0,0,-0.555443,3650,1,B
0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,12.94,0,1,0,0,0,0,0,100,1,0,1,0,1,0,47.4,0,1,1,0,0,0.73025,3650,1,B
1,1,5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,11.71,0,1,1,0,0,1,0,100,1,0,1,1,1,0,59.3,0,1,1,0,0,-0.821212,156,0,B
1,1,8,1,0,0,0,1,1,0,1,1,4,1,1,1,1,0,1,2,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,0,100,0,1,0,0,0,-0.713686,0,0,B
1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,17.76,0,1,1,0,0,0,0,30,1,1,0,1,0,0,26.2,0,0,1,0,0.693147,-0.307327,6,0,B
1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,1,1,1,0,0,0,75,1,0,1,1,1,0,100,0,1,1,0,0,-0.0333561,0,0,B
1,1,7,1,1,0,0,0,0,0,1,1,2,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,16.48,0,1,1,0,0,0,0,100,1,0,1,1,1,1,100,0,1,0,0,0,-1.27732,4,0,B
1,1,6,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,16.88,0,1,0,0,0,0,0,90,1,0,1,1,0,1,100,0,1,1,0,0,-1.46717,3650,1,B
1,1,3,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,3,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,7.49,0,1,1,0,0,0,0,90,1,0,1,1,1,1,100,0,1,1,0,0,-1.28259,0,0,B
1,1,3,1,1,0,0,0,0,0,0,1,6,1,1,1,1,1,0,8,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,21,0,1,1,0,0,1,0,100,1,0,1,1,1,0,54.5,0,1,0,1,0,0.00204771,0,0,B
1,1,2,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,12.21,0,1,1,0,0,0,0,75,1,2,0,0,0,0,0,0,0,0,0,1.09861,-0.539496,18,0,B
1,1,2,1,1,0,0,0,1,1,1,1,4,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,10.73,0,1,0,0,0,0,0,75,1,0,1,1,1,1,13.7,0,1,0,0,0,-0.14446,3650,1,B
1,1,2,1,1,0,0,0,1,0,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,12.63,0,1,1,1,0,0,0,100,1,0,1,0,0,0,54.2,0,1,1,0,0,-0.744208,3650,1,B
1,1,6,1,0,0,0,0,0,0,1,1,10,1,0,1,0,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,50,1,0,0,1,1,0,14.1,0,0,0,0,0,-0.306123,3650,1,B
1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,13.5,0,1,1,0,0,0,0,100,1,0,1,1,1,1,100,0,1,0,0,0,-0.66732,3650,1,B
1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,16.3,0,1,1,0,0,0,0,75,1,0,1,1,1,0,47.9,0,1,1,1,0,1.85129,3650,1,B
1,1,7,1,0,0,0,0,0,0,0,1,6,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1.15,0,1,0,0,0,0,0,100,1,0,0,0,1,1,100,0,1,1,0,0,-1.16036,3650,1,B
1,1,4,1,0,0,0,0,0,0,0,1,8,0,0,1,0,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,15.91,0,1,0,1,0,0,0,75,1,1,1,1,1,1,100,0,1,0,0,0.693147,-0.128479,3650,1,B
1,1,5,1,1,1,0,0,1,1,1,1,3,1,0,1,0,0,1,6,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,21,0,1,0,0,0,1,0,50,1,0,1,0,1,0,39.5,0,1,0,0,0,0.294244,3650,1,B
1,1,7,0,0,0,0,1,1,1,1,1,3,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,12.63,0,1,1,0,0,0,0,50,1,0,0,1,0,1,63.6,0,1,0,0,0,4.06196,3650,1,B
1,1,5,1,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,10,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,12.63,0,1,1,0,0,1,0,100,1,0,0,0,1,0,20,0,1,0,0,0,-0.244519,8,0,B
1,1,4,0,0,0,0,1,1,0,1,1,9,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,15.43,0,1,0,0,0,0,0,90,1,0,1,1,0,1,39.6,0,1,0,0,0,-0.381163,3650,1,B
1,1,1,1,1,0,0,0,1,1,1,1,10,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,21,0,1,1,1,0,1,0,75,1,0,1,1,1,0,12.9,0,1,0,0,0,-0.429267,3650,1,C
1,1,9,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,21,0,1,0,1,0,1,0,75,1,2,1,1,1,0,100,0,1,1,0,1.09861,-0.926389,0,0,C
1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,20.01,0,0,0,1,0,0,0,90,1,0,1,1,1,0,95.9,0,1,0,0,0,-0.373169,1,0,C
1,1,8,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,17.73,0,1,1,0,0,0,0,90,1,0,1,1,1,1,24.5,0,1,1,0,0,-1.76897,40,0,C
1,1,9,1,0,0,0,1,0,0,1,1,10,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,0,1,0,0,0,0,0,0,0,0.292261,2,0,C
1,1,9,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,2,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,18.26,0,0,0,0,0,0,0,75,1,0,1,1,1,1,100,0,1,0,0,0,-1.5548,3650,1,C
1,1,2,1,1,0,0,1,0,0,1,1,6,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,12.63,0,1,1,0,0,0,0,90,1,0,1,0,1,1,63.2,0,1,0,0,0,-1.83298,16,0,C
1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,14.25,0,1,1,0,0,0,0,75,1,0,1,1,1,0,87.5,0,1,0,0,0,0.675804,3650,1,C
1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,7,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,12.21,0,1,1,0,0,0,0,100,1,2,1,1,1,0,100,0,1,0,0,1.09861,-1.26594,0,0,C
1,1,10,1,0,0,0,1,0,0,0,1,3,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,0,1,0,69.2,0,1,0,0,0,-1.05641,1,0,C
0,1,6,1,0,0,0,0,0,0,1,1,10,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,21,0,1,0,1,0,0,0,75,1,0,0,0,0,1,14.3,0,1,0,0,0,-0.168466,681,0,C
1,1,7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,90,1,0,1,0,1,1,12.5,0,1,0,0,0,-1.6564,3650,1,C
1,1,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,14.5,0,1,0,0,0,1,0,75,1,1,1,1,1,0,100,0,1,1,0,0.693147,-0.171576,0,0,C
0,1,20,1,1,0,0,0,0,1,0,1,4,0,0,1,0,1,1,7,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,18.62,0,1,0,0,0,0,0,75,1,0,1,1,1,0,0,0,1,0,0,0,1.20117,3650,1,C
0,1,6,1,1,0,1,1,1,1,0,1,10,1,0,1,1,1,0,5,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,18.88,0,1,0,0,0,0,0,55,1,0,1,0,1,1,41.9,0,1,0,0,0,0.238884,3650,1,C
1,1,5,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,8.32,0,1,1,0,0,0,0,100,1,0,1,1,1,0,25,0,1,0,0,0,0.283338,3650,1,C
1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,21,0,1,0,0,0,1,0,90,1,0,1,1,1,1,100,0,1,0,0,0,-0.193643,5,0,C
1,1,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,21,0,1,1,0,0,0,0,75,1,0,1,0,0,0,5.9,0,0,0,0,0,-0.406054,130,0,C
1,1,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,14.17,0,1,1,0,0,1,0,100,1,0,0,1,1,0,100,0,1,0,0,0,-0.900507,4,0,C
1,1,8,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,0,1,0,42.9,0,1,0,0,0,0.953588,3650,1,C
1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,5.74,0,1,1,0,0,0,0,75,1,0,1,1,1,1,56.1,0,1,0,0,0,-0.882963,3650,1,C
1,1,7,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,15.43,0,1,1,1,0,1,0,50,1,0,1,1,1,1,96.4,0,1,0,0,0,2.30567,8,0,C
1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,90,1,0,0,1,0,0,73.1,0,1,0,0,0,-0.237897,3650,1,C
0,1,7,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,10.86,0,1,0,0,0,0,0,75,1,0,0,1,0,0,71.4,0,1,1,0,0,-0.159553,3650,1,C
1,1,5,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,19.68,0,1,1,0,1,0,0,90,1,0,0,1,0,0,53.8,0,1,1,0,0,-1.14772,3650,1,C
1,1,7,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,7.02,0,1,1,0,0,0,0,75,1,0,1,1,1,0,4.2,0,0,0,0,0,-1.15533,260,0,C
1,1,6,1,0,0,0,1,0,0,0,1,3,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1.38,0,1,0,0,0,0,0,75,1,0,1,1,1,1,33.3,0,1,1,0,0,-0.586517,3650,1,C
1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,12.63,0,1,0,0,0,0,0,75,1,2,1,0,0,0,0,0,1,0,0,1.09861,0.642422,3650,1,C
1,1,5,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,21,0,1,1,0,1,0,0,100,1,0,1,1,1,0,94.6,0,1,1,0,0,1.44018,3650,1,C
0,1,1,1,0,0,0,1,0,0,0,1,4,0,0,1,0,1,1,9,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,100,1,0,1,1,1,0,100,0,1,1,0,0,-1.03834,3650,1,C
1,1,20,0,0,0,0,0,0,0,1,1,10,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,75,1,59,1,1,1,0,100,0,1,1,0,4.09434,-0.879635,113,0,C
1,1,2,0,1,0,0,0,0,0,0,1,10,0,1,1,0,1,0,2,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,21,0,1,0,1,0,0,0,90,1,0,1,1,1,1,100,0,1,1,0,0,-0.831985,14,0,C
